"Lengte en gewicht van personen, ondergewicht en overgewicht; vanaf 1981"
"";"";"";"Onderwerpen";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1992";"0.3";"45.5";"54.2";"47.4";"6.9"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1993";"0.5";"46.5";"53.0";"46.0";"7.0"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1994";"0.2";"39.2";"60.5";"49.9";"10.7"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1995";"1.3";"43.9";"54.8";"46.3";"8.5"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1996";"0.8";"41.4";"57.8";"49.0";"8.8"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1997";"0.6";"42.3";"57.1";"45.8";"11.3"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1998";"0.2";"42.0";"57.8";"50.3";"7.5"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1999";"0.3";"39.0";"60.6";"48.9";"11.8"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2000";"0.5";"37.8";"61.7";"50.1";"11.5"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2001";"0.8";"40.4";"58.8";"46.3";"12.4"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2002";"0.8";"33.5";"65.7";"50.0";"15.7"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2003";"0.5";"36.4";"63.1";"50.4";"12.7"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2004";"0.2";"36.2";"63.6";"49.5";"14.1"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2005";"0.4";"32.0";"67.6";"51.9";"15.7"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2006";"0.4";"36.6";"63.0";"48.8";"14.2"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2007";"0.5";"37.7";"61.8";"47.9";"14.0"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2008";"0.8";"34.4";"64.7";"49.6";"15.2"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2009";"0.6";"37.2";"62.3";"49.1";"13.2"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2010";"0.4";"35.1";"64.5";"49.8";"14.7"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2011";"0.3";"37.5";"62.2";"48.2";"14.0"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2012";"0.1";"35.8";"64.1";"49.6";"14.4"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2013";"0.3";"38.2";"61.5";"47.3";"14.1"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2014";"0.2";"33.0";"66.8";"50.6";"16.2"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2015";"0.1";"35.2";"64.6";"49.6";"15.0"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"2016";"0.2";"37.3";"62.5";"47.8";"14.7"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1981";"0.3";"52.5";"47.2";"42.5";"4.7"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1982";"1.7";"52.4";"45.9";"41.4";"4.5"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1983";"0.0";"52.2";"47.8";"41.4";"6.5"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1984";"0.3";"45.5";"54.2";"45.1";"9.1"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1985";"0.5";"43.4";"56.0";"50.3";"5.8"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1986";"1.2";"50.8";"48.1";"43.0";"5.0"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1987";"0.0";"48.6";"51.4";"43.0";"8.4"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1988";"0.7";"47.3";"52.0";"45.7";"6.3"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1989";"0.6";"50.9";"48.5";"43.1";"5.3"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1990";"1.3";"52.2";"46.5";"39.3";"7.2"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1991";"1.4";"47.3";"51.3";"45.7";"5.5"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1992";"0.9";"46.2";"52.9";"47.2";"5.7"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1993";"0.6";"46.7";"52.7";"45.3";"7.4"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1994";"0.9";"41.6";"57.5";"47.9";"9.6"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1995";"0.3";"48.8";"50.9";"44.3";"6.6"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1996";"1.0";"39.2";"59.8";"54.3";"5.5"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1997";"0.9";"39.9";"59.2";"50.6";"8.6"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1998";"0.7";"49.8";"49.4";"40.8";"8.6"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"1999";"0.6";"41.6";"57.9";"51.0";"6.9"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2000";"0.0";"40.5";"59.5";"48.0";"11.5"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2001";"1.0";"41.9";"57.1";"47.1";"10.0"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2002";"0.0";"40.2";"59.8";"50.5";"9.4"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2003";"0.9";"36.6";"62.5";"51.0";"11.4"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2004";"1.0";"38.5";"60.5";"48.4";"12.1"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2005";"0.8";"35.9";"63.3";"50.5";"12.8"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2006";"0.3";"41.4";"58.4";"45.4";"12.9"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2007";"0.7";"38.9";"60.4";"46.0";"14.4"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2008";"0.0";"31.7";"68.3";"53.0";"15.3"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2009";"0.7";"36.5";"62.7";"48.6";"14.1"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2010";"0.5";"34.8";"64.7";"52.1";"12.6"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2011";"0.1";"36.2";"63.7";"50.5";"13.2"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2012";"0.3";"32.9";"66.8";"50.0";"16.9"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2013";"0.4";"33.2";"66.3";"50.8";"15.5"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2014";"0.0";"32.3";"67.7";"53.1";"14.6"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2015";"0.0";"33.7";"66.3";"49.5";"16.8"
"Mannen";"65 tot 75 jaar";"Percentages/gemiddelden";"2016";"0.0";"34.2";"65.8";"48.9";"16.9"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1981";"0.6";"42.8";"56.6";"51.4";"5.1"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1982";"0.6";"61.8";"37.6";"30.2";"7.5"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1983";"1.0";"52.4";"46.6";"42.3";"4.3"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1984";"2.2";"56.7";"41.1";"39.7";"1.4"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1985";"2.5";"54.7";"42.8";"35.3";"7.5"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1986";"3.0";"54.5";"42.4";"40.5";"2.0"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1987";"1.9";"55.1";"43.0";"39.5";"3.5"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1988";"0.6";"58.9";"40.5";"38.2";"2.3"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1989";"2.4";"47.5";"50.0";"42.9";"7.2"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1990";"0.5";"53.8";"45.7";"39.0";"6.7"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1991";"4.5";"57.8";"37.7";"35.0";"2.6"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1992";"0.9";"53.9";"45.3";"41.6";"3.7"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1993";"1.8";"52.6";"45.6";"42.7";"2.8"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1994";"0.5";"47.5";"52.0";"48.9";"3.1"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1995";"2.0";"56.3";"41.7";"36.7";"5.0"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1996";"2.2";"57.0";"40.8";"38.0";"2.8"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1997";"0.8";"48.3";"50.8";"42.4";"8.5"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1998";"1.9";"51.5";"46.6";"40.6";"6.0"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"1999";"0.5";"49.0";"50.5";"46.8";"3.7"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2000";"1.2";"54.6";"44.1";"39.1";"5.0"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2001";"1.9";"46.8";"51.4";"44.5";"6.8"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2002";"0.8";"52.4";"46.9";"41.8";"5.1"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2003";"2.5";"44.9";"52.6";"46.0";"6.6"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2004";"0.7";"48.8";"50.5";"44.4";"6.1"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2005";"0.4";"50.4";"49.2";"44.5";"4.7"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2006";"0.6";"44.3";"55.2";"47.2";"7.9"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2007";"2.3";"46.3";"51.4";"43.2";"8.2"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2008";"0.4";"48.8";"50.8";"45.5";"5.3"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2009";"0.6";"49.2";"50.2";"39.3";"10.9"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2010";"2.0";"40.3";"57.7";"51.5";"6.1"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2011";"0.3";"44.4";"55.4";"43.9";"11.5"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2012";"1.0";"44.6";"54.3";"44.7";"9.7"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2013";"1.1";"42.7";"56.3";"45.3";"11.0"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2014";"0.6";"42.2";"57.2";"44.8";"12.4"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2015";"0.4";"39.2";"60.3";"49.1";"11.2"
"Mannen";"75 jaar of ouder";"Percentages/gemiddelden";"2016";"0.0";"44.6";"55.4";"47.4";"8.0"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1981";"4.6";"70.8";"24.6";"19.4";"5.2"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1982";"5.1";"70.4";"24.5";"19.5";"5.0"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1983";"4.7";"70.5";"24.7";"19.8";"4.9"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1984";"5.0";"71.1";"23.9";"18.6";"5.3"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1985";"5.2";"70.8";"24.0";"18.5";"5.5"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1986";"5.0";"69.4";"25.6";"20.3";"5.3"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1987";"4.5";"69.4";"26.0";"20.6";"5.5"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1988";"4.7";"69.8";"25.5";"20.4";"5.2"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1989";"4.1";"68.4";"27.5";"21.1";"6.4"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1990";"4.6";"69.0";"26.4";"20.3";"6.2"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1991";"4.1";"68.3";"27.5";"21.7";"5.9"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1992";"4.6";"66.7";"28.7";"21.9";"6.9"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1993";"4.8";"66.6";"28.6";"22.3";"6.3"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1994";"4.0";"67.2";"28.8";"22.1";"6.7"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1995";"4.1";"65.7";"30.3";"22.8";"7.4"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1996";"4.8";"63.9";"31.3";"23.9";"7.4"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1997";"3.8";"64.3";"31.9";"23.6";"8.3"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1998";"3.2";"64.5";"32.3";"23.6";"8.7"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"1999";"3.6";"63.6";"32.8";"23.8";"8.9"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2000";"3.4";"61.4";"35.2";"26.1";"9.1"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2001";"3.2";"62.2";"34.6";"25.4";"9.2"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2002";"3.2";"62.9";"33.9";"24.4";"9.5"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2003";"3.0";"61.6";"35.4";"24.6";"10.7"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2004";"3.1";"60.3";"36.6";"25.8";"10.8"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2005";"3.2";"61.8";"35.0";"24.7";"10.4"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2006";"2.9";"60.7";"36.3";"25.1";"11.3"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2007";"2.9";"62.2";"34.8";"24.0";"10.8"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2008";"3.1";"60.5";"36.4";"25.5";"11.0"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2009";"3.0";"60.1";"36.9";"25.9";"11.0"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2010";"2.6";"59.9";"37.4";"26.6";"10.8"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2011";"2.8";"59.8";"37.4";"26.6";"10.8"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2012";"2.9";"60.2";"36.9";"26.0";"10.9"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2013";"3.2";"59.0";"37.8";"26.7";"11.1"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2014";"2.4";"57.6";"40.0";"26.8";"13.2"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2015";"3.2";"57.0";"39.9";"27.0";"12.9"
"Vrouwen";"Totaal";"Percentages/gemiddelden";"2016";"2.9";"55.7";"41.4";"27.1";"14.3"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1981";"6.2";"84.5";"9.3";"7.6";"1.8"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1982";"7.8";"83.2";"9.0";"7.6";"1.4"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1983";"6.1";"86.8";"7.2";"5.6";"1.5"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1984";"6.8";"86.3";"7.0";"6.2";"0.7"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1985";"7.5";"82.9";"9.6";"7.1";"2.5"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1986";"6.8";"86.9";"6.3";"5.1";"1.2"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1987";"8.4";"83.1";"8.5";"7.3";"1.2"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1988";"7.7";"85.0";"7.3";"6.0";"1.3"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1989";"8.2";"82.0";"9.7";"8.6";"1.1"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1990";"8.3";"82.1";"9.6";"7.2";"2.4"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1991";"6.7";"81.0";"12.3";"10.2";"2.1"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1992";"8.0";"80.3";"11.8";"10.0";"1.7"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1993";"7.9";"79.8";"12.3";"8.8";"3.4"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1994";"5.8";"82.7";"11.4";"8.0";"3.5"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1995";"7.2";"82.4";"10.4";"7.8";"2.6"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1996";"9.1";"79.2";"11.7";"7.9";"3.8"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1997";"8.0";"79.9";"12.1";"9.7";"2.3"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1998";"5.4";"83.5";"11.0";"8.6";"2.4"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"1999";"7.0";"82.2";"10.8";"8.4";"2.4"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2000";"7.2";"80.5";"12.2";"9.8";"2.4"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2001";"5.9";"81.6";"12.5";"10.1";"2.4"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2002";"6.9";"81.9";"11.1";"9.1";"2.1"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2003";"6.0";"84.6";"9.4";"6.8";"2.6"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2004";"6.1";"81.5";"12.3";"9.6";"2.8"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2005";"5.6";"80.6";"13.9";"10.6";"3.2"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2006";"6.0";"83.1";"10.9";"8.4";"2.4"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2007";"4.7";"83.6";"11.7";"9.2";"2.5"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2008";"4.6";"82.3";"13.1";"10.2";"2.9"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2009";"6.9";"79.3";"13.8";"11.0";"2.8"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2010";"5.5";"81.6";"12.9";"10.0";"2.9"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2011";"5.3";"81.9";"12.8";"10.1";"2.7"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2012";"5.7";"82.1";"12.1";"10.1";"2.0"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2013";"6.1";"82.7";"11.2";"8.5";"2.7"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2014";"4.6";"82.1";"13.3";"9.5";"3.8"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2015";"6.1";"82.5";"11.5";"8.6";"2.9"
"Vrouwen";"4 tot 20 jaar";"Percentages/gemiddelden";"2016";"5.9";"80.2";"13.9";"10.8";"3.0"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1981";"6.9";"78.0";"15.2";"11.4";"3.8"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1982";"11.8";"74.8";"13.4";"10.7";"2.7"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1983";"7.5";"83.0";"9.5";"6.7";"2.8"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1984";"11.2";"79.6";"9.2";"7.5";"1.7"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1985";"10.3";"77.9";"11.8";"6.7";"5.1"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1986";"10.0";"82.1";"7.9";"6.2";"1.7"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1987";"12.4";"76.9";"10.7";"8.4";"2.3"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1988";"13.9";"75.6";"10.5";"7.8";"2.8"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1989";"11.4";"76.7";"11.8";"10.1";"1.7"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1990";"12.8";"73.0";"14.1";"9.7";"4.4"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1991";"12.9";"70.5";"16.5";"12.9";"3.6"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1992";"11.9";"73.7";"14.3";"10.9";"3.5"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1993";"9.2";"76.1";"14.6";"9.8";"4.9"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1994";"8.7";"75.3";"16.0";"10.6";"5.4"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1995";"9.1";"79.0";"11.9";"7.7";"4.2"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1996";"12.7";"69.7";"17.7";"10.9";"6.8"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1997";"10.9";"74.3";"14.8";"10.6";"4.2"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1998";"8.2";"78.1";"13.6";"9.2";"4.4"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"1999";"10.7";"76.3";"13.0";"9.7";"3.3"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2000";"9.8";"75.8";"14.5";"10.9";"3.6"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2001";"8.4";"75.8";"15.8";"12.0";"3.8"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2002";"9.5";"77.7";"12.8";"9.5";"3.3"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2003";"8.0";"79.3";"12.7";"8.3";"4.4"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2004";"8.8";"75.2";"16.0";"11.8";"4.2"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2005";"9.4";"73.5";"17.1";"13.1";"4.0"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2006";"9.6";"77.3";"13.1";"9.1";"4.0"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2007";"7.5";"79.7";"12.8";"8.9";"4.0"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2008";"6.8";"78.3";"14.9";"11.6";"3.3"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2009";"9.3";"74.0";"16.7";"13.0";"3.7"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2010";"8.1";"77.9";"14.0";"10.2";"3.8"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2011";"7.5";"80.3";"12.2";"9.4";"2.8"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2012";"8.1";"80.0";"11.9";"9.3";"2.6"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2013";"7.7";"79.3";"12.9";"10.2";"2.8"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2014";"6.5";"81.0";"12.6";"8.5";"4.1"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2015";"9.5";"77.4";"13.1";"9.0";"4.0"
"Vrouwen";"4 tot 12 jaar";"Percentages/gemiddelden";"2016";"7.4";"79.4";"13.2";"9.1";"4.1"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1981";"4.2";"87.8";"8.0";"7.5";"0.5"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1982";"6.0";"90.5";"3.5";"3.5";"0.0"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1983";"5.1";"89.3";"5.6";"4.9";"0.7"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1984";"3.4";"91.0";"5.6";"5.6";"0.0"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1985";"5.2";"84.4";"10.4";"10.4";"0.0"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1986";"5.3";"88.5";"6.2";"5.2";"1.0"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1987";"7.5";"84.3";"8.1";"7.7";"0.4"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1988";"4.6";"87.4";"8.0";"8.0";"0.0"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1989";"6.0";"85.9";"8.2";"7.2";"1.0"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1990";"6.3";"86.4";"7.3";"6.4";"1.0"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1991";"0.0";"93.2";"6.8";"6.8";"0.0"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1992";"5.9";"83.5";"10.6";"10.1";"0.5"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1993";"7.9";"82.6";"9.5";"7.4";"2.1"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1994";"3.7";"90.1";"6.2";"6.2";"0.0"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1995";"5.2";"86.4";"8.4";"7.8";"0.6"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1996";"6.2";"89.8";"4.0";"2.5";"1.5"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1997";"3.7";"86.9";"9.5";"8.8";"0.7"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1998";"2.2";"88.0";"9.7";"9.4";"0.3"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"1999";"4.0";"88.4";"7.6";"7.2";"0.3"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"2000";"5.0";"86.8";"8.1";"6.3";"1.9"
"Vrouwen";"12 tot 16 jaar";"Percentages/gemiddelden";"2001";"3.6";"85.5";"10.9";"10.0";"0.9"
